"Name","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","TB","GDP","HBP","SH","SF","IBB","Age","Allstar_batter"
"Yordan Alvarez",135,561,470,95,144,29,2,37,97,1,1,78,106,288,12,6,0,7,9,25,"1"
"Yoshi Tsutsugo",50,193,170,11,29,4,0,2,19,0,0,19,50,39,3,0,0,4,0,30,"0"
"Yu Chang",189,521,462,52,98,17,0,11,43,0,2,44,159,148,14,9,0,6,0,26,"0"
"Yuli Gurriel",146,584,545,53,132,40,0,8,53,8,0,30,73,196,13,6,0,3,0,38,"0"
"Yusniel Diaz",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25,"0"
"Zach McKinstry",114,370,332,42,66,12,6,10,28,14,0,32,104,120,0,2,4,0,0,27,"0"
"Zach Pop",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,"0"
"Zach Reks",16,34,34,3,9,1,0,0,3,0,1,0,10,10,0,0,0,0,0,28,"0"
"Zack Collins",72,216,194,18,30,8,0,8,22,0,0,18,82,62,0,2,0,2,0,27,"0"
"Zack Short",6,13,9,2,0,0,0,0,2,1,0,2,5,0,0,0,0,2,0,27,"0"
"scar Mercado",164,383,362,51,75,18,3,12,48,6,6,15,86,135,24,3,0,3,0,27,"0"
